,eruption_time_epoch,duration_seconds,time_to_next_eruption,datetime,time_since_last_eruption,Orig. Weather Idx,Temp,RH,Wind Speed,Wind Direction,Peak Wind Gust,Atm Press,Precip,Daily Precip Cumsum,Daily Wind Speed Cumsum
2197,1507282080,,9780.0,2017-10-06 09:28:00+00:00,10020.0,29520,35.0,75.0,6.0,M,m,763.6,0.0,0.0,12.0
2198,1507291860,,10260.0,2017-10-06 12:11:00+00:00,9780.0,29523,37.0,69.0,6.0,M,m,763.6,0.0,0.0,29.0
2199,1507312020,,10200.0,2017-10-06 17:47:00+00:00,9840.0,29528,39.0,75.0,6.0,M,m,763.6,0.0,0.0,56.0
2200,1507341840,,10080.0,2017-10-07 02:04:00+00:00,9660.0,29537,37.0,72.0,8.0,260,20,760.2,0.0,0.0,14.0
2201,1507361760,,9720.0,2017-10-07 07:36:00+00:00,9780.0,29542,34.0,75.0,0.0,0,m,758.0,0.0,0.0,22.0
2202,1507371480,,9540.0,2017-10-07 10:18:00+00:00,9720.0,29545,45.0,45.0,7.0,M,30,756.9,0.0,0.0,45.0
2203,1507381020,,9900.0,2017-10-07 12:57:00+00:00,9540.0,29548,49.0,40.0,11.0,270,24,754.8,0.0,0.0,89.0
2204,1507410120,,9900.0,2017-10-07 21:02:00+00:00,8220.0,29556,41.0,59.0,10.0,260,23,754.3,0.0,0.0,158.0
2205,1507420020,,10560.0,2017-10-07 23:47:00+00:00,9900.0,29558,38.0,67.0,6.0,M,m,754.3,0.0,0.0,172.0
2206,1507430580,,9720.0,2017-10-08 02:43:00+00:00,10560.0,29561,32.0,85.0,5.0,340,m,754.3,0.0,0.0,5.0
2207,1507440300,,9240.0,2017-10-08 05:25:00+00:00,9720.0,29564,27.0,92.0,0.0,0,m,753.5,0.01,0.01,10.0
2208,1507449540,,9360.0,2017-10-08 07:59:00+00:00,9240.0,29567,25.0,92.0,0.0,0,m,754.8,0.01,0.08,19.0
2209,1507521600,,10020.0,2017-10-09 04:00:00+00:00,9960.0,29587,15.0,95.0,3.0,310,m,766.3,0.0,0.0,12.0
2210,1507531620,,10500.0,2017-10-09 06:47:00+00:00,10020.0,29589,14.0,95.0,0.0,0,m,767.1,0.0,0.0,12.0
2211,1507566000,,10020.0,2017-10-09 16:20:00+00:00,10380.0,29599,39.0,37.0,7.0,M,m,766.8,0.0,0.0,61.0
2212,1507586820,,10320.0,2017-10-09 22:07:00+00:00,10740.0,29605,23.0,80.0,3.0,290,m,768.7,0.0,0.0,75.0
2213,1507597140,,10140.0,2017-10-10 00:59:00+00:00,10320.0,29608,20.0,91.0,3.0,300,m,768.7,0.0,0.0,3.0
2214,1507607280,,10200.0,2017-10-10 03:48:00+00:00,10140.0,29610,19.0,91.0,0.0,0,m,767.9,0.0,0.0,6.0
2215,1507617480,,10080.0,2017-10-10 06:38:00+00:00,10200.0,29613,19.0,91.0,0.0,0,m,766.8,0.0,0.0,9.0
2216,1507627560,,10260.0,2017-10-10 09:26:00+00:00,10080.0,29616,32.0,58.0,0.0,0,m,766.6,0.0,0.0,9.0
2217,1507691400,,10020.0,2017-10-11 03:10:00+00:00,10200.0,29634,22.0,84.0,0.0,0,m,760.7,0.0,0.0,6.0
2218,1507701420,,10020.0,2017-10-11 05:57:00+00:00,10020.0,29637,22.0,88.0,3.0,310,m,759.9,0.0,0.0,15.0
2219,1507711440,,9960.0,2017-10-11 08:44:00+00:00,10020.0,29637,22.0,88.0,3.0,310,m,759.9,0.0,0.0,15.0
2220,1507721400,,10200.0,2017-10-11 11:30:00+00:00,9960.0,29639,47.0,28.0,7.0,M,m,758.8,0.0,0.0,22.0
2221,1507731600,,10260.0,2017-10-11 14:20:00+00:00,10200.0,29642,48.0,28.0,10.0,270,20,757.5,0.0,0.0,48.0
2222,1507741860,,10500.0,2017-10-11 17:11:00+00:00,10260.0,29645,44.0,34.0,6.0,M,m,757.7,0.0,0.0,70.0
2223,1507762800,,9720.0,2017-10-11 23:00:00+00:00,10380.0,29651,28.0,81.0,0.0,0,m,757.5,0.0,0.0,83.0
2224,1507782300,,10020.0,2017-10-12 04:25:00+00:00,9540.0,29656,28.0,88.0,3.0,M,m,758.6,0.01,0.01,26.0
2225,1507950000,,10620.0,2017-10-14 03:00:00+00:00,9960.0,29692,24.0,91.0,7.0,M,m,760.4,0.03,0.08,7.0
2226,1508110380,,10320.0,2017-10-15 23:33:00+00:00,10680.0,29736,24.0,95.0,0.0,0,m,771.7,0.0,0.0,73.0
2227,1508120700,,10440.0,2017-10-16 02:25:00+00:00,10320.0,29739,22.0,96.0,0.0,0,m,771.4,0.0,0.0,0.0
2228,1508131140,,10380.0,2017-10-16 05:19:00+00:00,10440.0,29742,20.0,96.0,3.0,310,m,770.9,0.0,0.0,3.0
2229,1508141520,,10080.0,2017-10-16 08:12:00+00:00,10380.0,29745,27.0,92.0,0.0,0,m,771.7,0.0,0.0,9.0
2230,1508195940,,10260.0,2017-10-16 23:19:00+00:00,10680.0,29760,25.0,77.0,3.0,M,m,770.3,0.0,0.0,34.0
2231,1508250540,,10500.0,2017-10-17 14:29:00+00:00,10320.0,29767,21.0,88.0,3.0,310,m,769.0,0.0,0.0,14.0
2232,1508280720,,10620.0,2017-10-17 22:52:00+00:00,9360.0,29767,21.0,88.0,3.0,310,m,769.0,0.0,0.0,14.0
2233,1508373060,,9900.0,2017-10-19 00:31:00+00:00,9780.0,29784,28.0,81.0,0.0,0,m,764.2,0.0,0.0,71.0
2234,1508382960,,9540.0,2017-10-19 03:16:00+00:00,9900.0,29787,26.0,92.0,0.0,0,m,763.1,0.0,0.0,3.0
2235,1508392500,,9420.0,2017-10-19 05:55:00+00:00,9540.0,29789,25.0,92.0,3.0,300,m,763.1,0.0,0.0,9.0
2236,1508401920,,10200.0,2017-10-19 08:32:00+00:00,9420.0,29792,28.0,88.0,0.0,0,m,762.6,0.0,0.0,12.0
2237,1508412120,,9660.0,2017-10-19 11:22:00+00:00,10200.0,29795,50.0,40.0,0.0,0,m,761.8,0.0,0.0,12.0
2238,1508421780,,10560.0,2017-10-19 14:03:00+00:00,9660.0,29798,57.0,18.0,3.0,M,m,759.6,0.0,0.0,27.0
2239,1508480760,,8880.0,2017-10-20 06:26:00+00:00,9300.0,29814,25.0,87.0,0.0,0,m,751.1,0.0,0.0,12.0
2240,1508550000,,9000.0,2017-10-21 01:40:00+00:00,9900.0,29833,24.0,80.0,5.0,270,m,756.4,0.0,0.0,5.0
2241,1508712780,,9240.0,2017-10-22 22:53:00+00:00,10500.0,29878,34.0,88.0,6.0,M,m,767.9,0.0,0.14,150.0
2242,1508722020,,9840.0,2017-10-23 01:27:00+00:00,9240.0,29881,31.0,60.0,5.0,M,m,771.1,0.0,0.0,5.0
2243,1508731860,,10020.0,2017-10-23 04:11:00+00:00,9840.0,29884,28.0,68.0,5.0,270,m,771.7,0.0,0.0,22.0
2244,1508800680,,10320.0,2017-10-23 23:18:00+00:00,10620.0,29903,23.0,87.0,0.0,0,m,778.4,0.0,0.0,100.0
2245,1508843940,,9960.0,2017-10-24 11:19:00+00:00,10260.0,29915,40.0,91.0,3.0,M,m,778.1,0.0,0.0,14.0
2246,1508933700,,8700.0,2017-10-25 12:15:00+00:00,9900.0,29939,50.0,91.0,9.0,240,18,765.5,0.0,0.0,29.0
2247,1508951580,,9420.0,2017-10-25 17:13:00+00:00,8820.0,29944,45.0,91.0,7.0,M,m,762.6,0.0,0.0,66.0
2248,1508961000,,9360.0,2017-10-25 19:50:00+00:00,9420.0,29946,40.0,91.0,5.0,M,m,762.8,0.0,0.0,77.0
2249,1508970360,,9540.0,2017-10-25 22:26:00+00:00,9360.0,29949,36.0,91.0,3.0,300,m,762.0,0.0,0.0,91.0
2250,1508979900,,9120.0,2017-10-26 01:05:00+00:00,9540.0,29952,35.0,91.0,0.0,0,m,761.8,0.0,0.0,0.0
2251,1508989020,,9840.0,2017-10-26 03:37:00+00:00,9120.0,29954,36.0,91.0,0.0,0,m,762.3,0.0,0.0,0.0
2252,1508998860,,9240.0,2017-10-26 06:21:00+00:00,9840.0,29957,30.0,91.0,6.0,330,m,764.4,0.0,0.06,22.0
2253,1509008100,,10200.0,2017-10-26 08:55:00+00:00,9240.0,29959,27.0,91.0,5.0,M,m,766.0,0.0,0.06,32.0
2254,1509059340,,9840.0,2017-10-26 23:09:00+00:00,9180.0,29974,25.0,91.0,0.0,0,m,767.9,0.0,0.06,70.0
2255,1509069180,,9720.0,2017-10-27 01:53:00+00:00,9840.0,29976,27.0,91.0,0.0,0,m,767.7,0.0,0.0,0.0
2256,1509078900,,10380.0,2017-10-27 04:35:00+00:00,9720.0,29979,20.0,91.0,3.0,290,m,767.4,0.0,0.0,6.0
2257,1509110340,,10200.0,2017-10-27 13:19:00+00:00,10140.0,29988,45.0,91.0,8.0,M,m,766.8,0.0,0.0,31.0
2258,1509149520,,9600.0,2017-10-28 00:12:00+00:00,9780.0,29999,32.0,91.0,0.0,0,m,767.7,0.0,0.0,70.0
2259,1509237420,,9300.0,2017-10-29 00:37:00+00:00,9240.0,30023,26.0,91.0,3.0,300,m,764.7,0.0,0.0,38.0
2260,1509246720,,9480.0,2017-10-29 03:12:00+00:00,9300.0,30026,25.0,91.0,3.0,320,m,763.4,0.0,0.0,6.0
2261,1509256200,,9720.0,2017-10-29 05:50:00+00:00,9480.0,30028,24.0,91.0,0.0,0,m,762.6,0.0,0.0,6.0
2262,1509265920,,9240.0,2017-10-29 08:32:00+00:00,9720.0,30031,26.0,91.0,0.0,0,m,762.3,0.0,0.0,12.0
2263,1509275160,,9600.0,2017-10-29 11:06:00+00:00,9240.0,30034,45.0,91.0,6.0,M,m,761.8,0.0,0.0,21.0
2264,1509284760,,9420.0,2017-10-29 13:46:00+00:00,9600.0,30036,50.0,91.0,8.0,320,m,761.0,0.0,0.0,38.0
2265,1509294180,,8760.0,2017-10-29 16:23:00+00:00,9420.0,30039,44.0,91.0,6.0,320,m,761.2,0.0,0.0,61.0
2266,1509302940,,8640.0,2017-10-29 18:49:00+00:00,8760.0,30041,33.0,91.0,3.0,M,m,762.3,0.0,0.0,70.0
2267,1509539340,,10140.0,2017-11-01 12:29:00+00:00,10320.0,30107,30.0,91.0,9.0,270,21,748.1,0.04,0.05,146.0
2268,1509559440,,9360.0,2017-11-01 18:04:00+00:00,9720.0,30113,30.0,91.0,6.0,M,m,750.3,0.0,0.37,185.0
2269,1509568800,,9840.0,2017-11-01 20:40:00+00:00,9360.0,30115,26.0,91.0,0.0,0,m,751.9,0.0,0.37,185.0
2270,1509578640,,9060.0,2017-11-01 23:24:00+00:00,9840.0,30118,22.0,91.0,3.0,320,m,752.9,0.0,0.37,188.0
2271,1509587700,,9600.0,2017-11-02 01:55:00+00:00,9060.0,30120,19.0,91.0,3.0,300,m,753.5,0.0,0.0,3.0
2272,1509597300,,8760.0,2017-11-02 04:35:00+00:00,9600.0,30123,20.0,91.0,3.0,320,m,754.0,0.0,0.0,9.0
2273,1509614640,,8760.0,2017-11-02 09:24:00+00:00,8520.0,30128,24.0,91.0,0.0,0,m,755.3,0.01,0.03,12.0
2274,1509623400,,8880.0,2017-11-02 11:50:00+00:00,8760.0,30130,28.0,91.0,3.0,M,m,755.6,0.02,0.06,15.0
2275,1509632280,,9360.0,2017-11-02 14:18:00+00:00,8880.0,30133,29.0,91.0,7.0,M,m,755.6,0.01,0.0899999999999999,37.0
2276,1509662880,,9900.0,2017-11-02 22:48:00+00:00,10200.0,30141,32.0,91.0,0.0,0,m,756.9,0.01,0.2,57.0
2277,1509694020,,9420.0,2017-11-03 07:27:00+00:00,9900.0,30150,31.0,91.0,3.0,M,m,755.9,0.0,0.08,14.0
2278,1509703440,,9420.0,2017-11-03 10:04:00+00:00,9420.0,30153,33.0,91.0,3.0,M,m,756.1,0.02,0.1,25.0
2279,1509712860,,9180.0,2017-11-03 12:41:00+00:00,9420.0,30155,33.0,91.0,0.0,0,m,755.9,0.02,0.14,31.0
2280,1509851400,,10500.0,2017-11-05 03:10:00+00:00,10080.0,30187,19.0,91.0,3.0,M,m,754.0,0.0,0.0,15.0
2281,1510091760,,9960.0,2017-11-07 21:56:00+00:00,10200.0,30254,4.0,91.0,3.0,310,m,766.6,0.0,0.0,25.0
2282,1510168860,,10680.0,2017-11-08 19:21:00+00:00,10080.0,30274,20.0,91.0,0.0,0,m,763.4,0.0,0.0,16.0
2283,1510179540,,10500.0,2017-11-08 22:19:00+00:00,10680.0,30277,20.0,96.0,3.0,280,m,763.4,0.0,0.0,19.0
2284,1510190040,,10200.0,2017-11-09 01:14:00+00:00,10500.0,30280,21.0,91.0,3.0,280,m,762.8,0.0,0.0,3.0
2285,1510200240,,10260.0,2017-11-09 04:04:00+00:00,10200.0,30283,21.0,91.0,0.0,0,m,762.0,0.0,0.0,6.0
2286,1510210500,,10560.0,2017-11-09 06:55:00+00:00,10260.0,30285,21.0,91.0,3.0,310,m,761.2,0.0,0.0,9.0
2287,1510242540,,9600.0,2017-11-09 15:49:00+00:00,10560.0,30293,33.0,81.0,0.0,0,m,759.6,0.0,0.0,17.0
2288,1510252140,,9960.0,2017-11-09 18:29:00+00:00,9600.0,30296,27.0,96.0,0.0,0,m,759.4,0.0,0.0,20.0
2289,1510262100,,10020.0,2017-11-09 21:15:00+00:00,9960.0,30299,23.0,95.0,3.0,310,m,758.8,0.0,0.0,26.0
2290,1510272120,,9840.0,2017-11-10 00:02:00+00:00,10020.0,30302,29.0,96.0,0.0,0,m,758.3,0.01,0.01,29.0
2291,1510355760,,10440.0,2017-11-10 23:16:00+00:00,9780.0,30325,25.0,96.0,0.0,0,m,758.6,0.0,0.0899999999999999,80.0
2292,1510533960,,10440.0,2017-11-13 00:46:00+00:00,10440.0,30374,24.0,95.0,0.0,0,m,764.2,0.0,0.0,17.0
2293,1510544400,,10680.0,2017-11-13 03:40:00+00:00,10440.0,30377,19.0,95.0,0.0,0,m,764.2,0.0,0.0,0.0
2294,1510555080,,10500.0,2017-11-13 06:38:00+00:00,10680.0,30380,14.0,91.0,3.0,310,m,764.4,0.0,0.0,13.0
2295,1510565580,,10020.0,2017-11-13 09:33:00+00:00,10500.0,30383,21.0,87.0,0.0,0,m,765.0,0.0,0.0,16.0
2296,1510609380,,10080.0,2017-11-13 21:43:00+00:00,10200.0,30395,26.0,95.0,0.0,0,m,761.8,0.0,0.0,47.0
2297,1510629600,,10500.0,2017-11-14 03:20:00+00:00,10020.0,30401,30.0,88.0,0.0,M,m,760.7,0.0,0.0,3.0
2298,1510640100,,10560.0,2017-11-14 06:15:00+00:00,10500.0,30404,29.0,96.0,0.0,0,m,759.4,0.0,0.04,11.0
2299,1510770360,,10020.0,2017-11-15 18:26:00+00:00,10380.0,30440,30.0,81.0,0.0,0,m,759.1,0.0,0.0,21.0
2300,1510780380,,10200.0,2017-11-15 21:13:00+00:00,10020.0,30443,29.0,84.0,0.0,0,m,758.0,0.0,0.0,24.0
2301,1510790580,,9960.0,2017-11-16 00:03:00+00:00,10200.0,30446,30.0,95.0,0.0,0,m,755.9,0.04,0.06,24.0
2302,1511134680,,10440.0,2017-11-19 23:38:00+00:00,9900.0,30536,13.0,91.0,0.0,0,m,759.9,0.0,0.0,22.0
2303,1511145120,,10440.0,2017-11-20 02:32:00+00:00,10440.0,30539,14.0,95.0,0.0,0,m,758.8,0.0,0.0,0.0
2304,1511155560,,10500.0,2017-11-20 05:26:00+00:00,10440.0,30542,16.0,91.0,3.0,290,m,757.5,0.0,0.0,9.0
2305,1511166060,,10140.0,2017-11-20 08:21:00+00:00,10500.0,30545,20.0,91.0,3.0,290,m,758.0,0.0,0.0,15.0
2306,1511176200,,10680.0,2017-11-20 11:10:00+00:00,10140.0,30548,29.0,71.0,6.0,M,m,759.4,0.0,0.01,24.0
2307,1511282580,,9840.0,2017-11-21 16:43:00+00:00,10080.0,30577,33.0,88.0,0.0,0,m,768.7,0.0,0.01,28.0
2308,1511292420,,10140.0,2017-11-21 19:27:00+00:00,9840.0,30580,32.0,100.0,0.0,0,m,769.3,0.03,0.05,28.0
2309,1511393280,,10740.0,2017-11-22 23:28:00+00:00,10560.0,30608,38.0,96.0,0.0,0,m,770.1,0.0,0.02,78.0
2310,1511404020,,10440.0,2017-11-23 02:27:00+00:00,10740.0,30611,37.0,92.0,0.0,0,m,769.0,0.0,0.0,0.0
2311,1511414460,,10320.0,2017-11-23 05:21:00+00:00,10440.0,30614,32.0,100.0,0.0,0,m,768.5,0.0,0.0,0.0
2312,1511424780,,10260.0,2017-11-23 08:13:00+00:00,10320.0,30617,33.0,100.0,0.0,0,m,766.6,0.0,0.0,0.0
2313,1511435040,,10560.0,2017-11-23 11:04:00+00:00,10260.0,30620,46.0,70.0,3.0,M,m,765.0,0.0,0.0,8.0
2314,1511456040,,10560.0,2017-11-23 16:54:00+00:00,10200.0,30625,42.0,75.0,13.0,260,21,761.5,0.0,0.0,51.0
2315,1511538240,,9720.0,2017-11-24 15:44:00+00:00,10200.0,30648,38.0,54.0,6.0,M,m,760.4,0.0,0.05,122.0
2316,1511557980,,10020.0,2017-11-24 21:13:00+00:00,10020.0,30654,30.0,85.0,8.0,260,m,762.6,0.0,0.05,145.0
2317,1511594160,,10620.0,2017-11-25 07:16:00+00:00,9540.0,30664,28.0,77.0,8.0,250,m,766.0,0.0,0.0,31.0
2318,1511649840,,10260.0,2017-11-25 22:44:00+00:00,10140.0,30679,29.0,88.0,0.0,0,m,767.9,0.0,0.0,69.0
2319,1511660100,,10680.0,2017-11-26 01:35:00+00:00,10260.0,30682,26.0,88.0,0.0,0,m,767.7,0.0,0.0,0.0
2320,1511670780,,10500.0,2017-11-26 04:33:00+00:00,10680.0,30685,24.0,91.0,3.0,270,m,767.1,0.0,0.0,3.0
2321,1511681280,,9780.0,2017-11-26 07:28:00+00:00,10500.0,30688,25.0,92.0,0.0,0,m,766.6,0.0,0.0,9.0
2322,1511721240,,9660.0,2017-11-26 18:34:00+00:00,10440.0,30699,32.0,81.0,3.0,310,m,760.2,0.0,0.0,33.0
2323,1511730900,,10140.0,2017-11-26 21:15:00+00:00,9660.0,30702,31.0,85.0,3.0,290,m,759.1,0.0,0.0,36.0
2324,1511741040,,10260.0,2017-11-27 00:04:00+00:00,10140.0,30705,41.0,57.0,5.0,M,m,757.2,0.0,0.0,47.0
2325,1511751300,,9780.0,2017-11-27 02:55:00+00:00,10260.0,30707,38.0,82.0,6.0,M,m,755.9,0.01,0.01,14.0
2326,1511761080,,9960.0,2017-11-27 05:38:00+00:00,9780.0,30710,33.0,100.0,3.0,M,m,754.3,0.04,0.1399999999999999,26.0
2327,1511837700,,9960.0,2017-11-28 02:55:00+00:00,9000.0,30731,10.0,87.0,3.0,280,m,762.3,0.0,0.0,3.0
2328,1512097860,,10620.0,2017-12-01 03:11:00+00:00,10740.0,30804,20.0,91.0,0.0,0,m,761.8,0.01,0.05,0.0
2329,1512108480,,10620.0,2017-12-01 06:08:00+00:00,10620.0,30807,18.0,96.0,0.0,0,m,762.3,0.0,0.05,0.0
2330,1512119100,,10260.0,2017-12-01 09:05:00+00:00,10620.0,30810,22.0,88.0,0.0,0,m,763.1,0.0,0.05,0.0
2331,1512129360,,9840.0,2017-12-01 11:56:00+00:00,10260.0,30813,25.0,80.0,5.0,M,m,762.6,0.0,0.06,11.0
2332,1512184500,,10620.0,2017-12-02 03:15:00+00:00,10500.0,30828,24.0,87.0,3.0,280,m,761.0,0.0,0.0,6.0
2333,1512195120,,10380.0,2017-12-02 06:12:00+00:00,10620.0,30831,25.0,92.0,0.0,0,m,761.2,0.0,0.0,9.0
2334,1512205500,,10560.0,2017-12-02 09:05:00+00:00,10380.0,30834,26.0,84.0,0.0,0,m,761.8,0.0,0.0,9.0
2335,1512216060,,9960.0,2017-12-02 12:01:00+00:00,10560.0,30837,29.0,78.0,5.0,M,m,761.2,0.0,0.0,14.0
2336,1512226020,,9960.0,2017-12-02 14:47:00+00:00,9960.0,30839,30.0,74.0,3.0,M,m,760.2,0.0,0.0,22.0
2337,1512245520,,9720.0,2017-12-02 20:12:00+00:00,9480.0,30845,26.0,88.0,3.0,300,m,758.6,0.0,0.0,42.0
2338,1512255240,,9720.0,2017-12-02 22:54:00+00:00,9720.0,30847,26.0,84.0,3.0,300,m,757.5,0.0,0.0,45.0
2339,1512264960,,9240.0,2017-12-03 01:36:00+00:00,9720.0,30850,24.0,91.0,0.0,0,m,755.9,0.0,0.0,0.0
2340,1512274200,,9660.0,2017-12-03 04:10:00+00:00,9240.0,30853,29.0,88.0,3.0,M,m,754.5,0.01,0.01,9.0
2341,1512283860,,8880.0,2017-12-03 06:51:00+00:00,9660.0,30855,29.0,96.0,0.0,0,m,753.2,0.04,0.07,14.0
2342,1512381360,,9660.0,2017-12-04 09:56:00+00:00,10020.0,30883,17.0,73.0,7.0,M,20,760.7,0.0,0.0,23.0
2343,1512434040,,10080.0,2017-12-05 00:34:00+00:00,10260.0,30897,2.0,87.0,3.0,320,m,765.5,0.0,0.01,86.0
2344,1512676560,,10020.0,2017-12-07 19:56:00+00:00,10320.0,30964,9.0,87.0,0.0,0,m,773.5,0.0,0.0,21.0
2345,1512765300,,9840.0,2017-12-08 20:35:00+00:00,10260.0,30988,8.0,91.0,3.0,310,m,774.1,0.0,0.0,40.0
2346,1513009440,,9960.0,2017-12-11 16:24:00+00:00,10560.0,31056,28.0,74.0,0.0,0,m,773.8,0.0,0.0,9.0
2347,1513019400,,10440.0,2017-12-11 19:10:00+00:00,9960.0,31059,17.0,91.0,3.0,290,m,774.1,0.0,0.0,12.0
2348,1513029840,,9840.0,2017-12-11 22:04:00+00:00,10440.0,31062,12.0,91.0,0.0,0,m,774.9,0.0,0.0,15.0
2349,1513039680,,10020.0,2017-12-12 00:48:00+00:00,9840.0,31064,10.0,87.0,0.0,0,m,775.1,0.0,0.0,15.0
2350,1513049700,,10140.0,2017-12-12 03:35:00+00:00,10020.0,31067,8.0,82.0,0.0,0,m,774.9,0.0,0.0,0.0
2351,1513111920,,10020.0,2017-12-12 20:52:00+00:00,9420.0,31084,17.0,87.0,0.0,0,m,769.0,0.0,0.0,17.0
2352,1513121940,,9600.0,2017-12-12 23:39:00+00:00,10020.0,31087,18.0,84.0,3.0,320,m,768.5,0.0,0.0,20.0
2353,1513131540,,9420.0,2017-12-13 02:19:00+00:00,9600.0,31090,12.0,91.0,0.0,0,m,768.2,0.0,0.0,0.0
2354,1513140960,,9960.0,2017-12-13 04:56:00+00:00,9420.0,31093,8.0,87.0,3.0,340,m,767.4,0.0,0.0,6.0
2355,1513346520,,9780.0,2017-12-15 14:02:00+00:00,9900.0,31150,25.0,84.0,0.0,0,m,761.8,0.0,0.0,3.0
2356,1513377180,,9540.0,2017-12-15 22:33:00+00:00,9900.0,31158,18.0,91.0,0.0,0,m,757.7,0.0,0.0,3.0
2357,1513386720,,9480.0,2017-12-16 01:12:00+00:00,9540.0,31161,19.0,91.0,0.0,0,m,756.1,0.0,0.0,0.0
2358,1513396200,,9120.0,2017-12-16 03:50:00+00:00,9480.0,31163,20.0,91.0,0.0,0,m,755.9,0.03,0.05,0.0
2359,1513481280,,9720.0,2017-12-17 03:28:00+00:00,9300.0,31187,-5.0,82.0,0.0,0,m,759.4,0.0,0.0,3.0
2360,1513491000,,9360.0,2017-12-17 06:10:00+00:00,9720.0,31190,-8.0,77.0,0.0,0,m,759.9,0.0,0.0,3.0
2361,1513500360,,9660.0,2017-12-17 08:46:00+00:00,9360.0,31192,-0.0,82.0,0.0,0,m,760.4,0.0,0.0,3.0
2362,1513510020,,10260.0,2017-12-17 11:27:00+00:00,9660.0,31195,13.0,88.0,3.0,210,m,760.4,0.0,0.0,6.0
2363,1513562820,,10560.0,2017-12-18 02:07:00+00:00,10200.0,31210,14.0,87.0,0.0,0,m,761.2,0.0,0.0,0.0
2364,1513573380,,10260.0,2017-12-18 05:03:00+00:00,10560.0,31213,15.0,83.0,0.0,0,m,761.0,0.0,0.0,0.0
2365,1513695480,,10080.0,2017-12-19 14:58:00+00:00,10560.0,31247,28.0,81.0,5.0,M,m,758.6,0.0,0.02,48.0
2366,1513705560,,9840.0,2017-12-19 17:46:00+00:00,10080.0,31249,26.0,88.0,5.0,M,m,758.0,0.02,0.04,58.0
2367,1513715400,,10260.0,2017-12-19 20:30:00+00:00,9840.0,31252,25.0,87.0,3.0,M,m,756.4,0.0,0.04,67.0
2368,1513725660,,10320.0,2017-12-19 23:21:00+00:00,10260.0,31255,27.0,74.0,6.0,M,m,755.3,0.0,0.04,76.0
2369,1513735980,,9480.0,2017-12-20 02:13:00+00:00,10320.0,31258,26.0,92.0,3.0,280,m,754.0,0.03,0.06,9.0
2370,1513887180,,10260.0,2017-12-21 20:13:00+00:00,9780.0,31300,1.0,86.0,0.0,0,m,760.4,0.0,0.0,6.0
2371,1514929080,,10680.0,2018-01-02 21:38:00+00:00,10680.0,31589,1.0,86.0,0.0,0,m,770.6,0.0,0.0,22.0
2372,1515099240,,10260.0,2018-01-04 20:54:00+00:00,9840.0,31636,17.0,87.0,0.0,0,m,765.8,0.0,0.0,8.0
2373,1515239040,,10560.0,2018-01-06 11:44:00+00:00,10140.0,31675,30.0,81.0,0.0,0,m,761.8,0.0,0.0,0.0
2374,1515259800,,10200.0,2018-01-06 17:30:00+00:00,10200.0,31681,28.0,81.0,8.0,280,m,759.6,0.0,0.06,20.0
2375,1515270000,,10020.0,2018-01-06 20:20:00+00:00,10200.0,31684,24.0,83.0,5.0,290,m,760.4,0.0,0.06,32.0
2376,1515280020,,9540.0,2018-01-06 23:07:00+00:00,10020.0,31687,20.0,91.0,0.0,0,m,761.2,0.0,0.06,37.0
2377,1515289560,,10320.0,2018-01-07 01:46:00+00:00,9540.0,31689,20.0,88.0,0.0,0,m,761.8,0.0,0.0,0.0
2378,1515299880,,10560.0,2018-01-07 04:38:00+00:00,10320.0,31692,21.0,87.0,0.0,0,m,762.3,0.0,0.0,0.0
2379,1515331980,,10560.0,2018-01-07 13:33:00+00:00,10680.0,31701,24.0,83.0,6.0,M,m,763.6,0.0,0.0,16.0
2380,1515389220,,10260.0,2018-01-08 05:27:00+00:00,10500.0,31717,11.0,91.0,3.0,290,m,762.6,0.0,0.0,6.0
2381,1515459600,,9300.0,2018-01-09 01:00:00+00:00,9180.0,31737,19.0,91.0,0.0,0,m,758.3,0.0,0.0,0.0
2382,1515468900,,9600.0,2018-01-09 03:35:00+00:00,9300.0,31739,19.0,91.0,0.0,0,m,757.7,0.0,0.0,0.0
2383,1515478500,,9660.0,2018-01-09 06:15:00+00:00,9600.0,31742,21.0,95.0,0.0,0,m,756.4,0.0,0.0,0.0
2384,1515488160,,9000.0,2018-01-09 08:56:00+00:00,9660.0,31745,24.0,95.0,0.0,0,m,754.8,0.01,0.01,0.0
2385,1515497160,,9240.0,2018-01-09 11:26:00+00:00,9000.0,31747,29.0,92.0,0.0,0,m,754.8,0.01,0.02,0.0
2386,1515506400,,9000.0,2018-01-09 14:00:00+00:00,9240.0,31750,32.0,92.0,0.0,0,m,752.4,0.02,0.07,0.0
2387,1515629940,,10020.0,2018-01-11 00:19:00+00:00,9420.0,31782,7.0,91.0,3.0,280,m,758.0,0.0,0.47,97.0
2388,1515639960,,10380.0,2018-01-11 03:06:00+00:00,10020.0,31785,9.0,87.0,3.0,M,m,759.1,0.0,0.0,3.0
2389,1515650340,,10560.0,2018-01-11 05:59:00+00:00,10380.0,31788,11.0,87.0,0.0,0,m,759.9,0.0,0.0,3.0
2390,1515958260,,10020.0,2018-01-14 19:31:00+00:00,9540.0,31873,25.0,87.0,3.0,270,m,769.3,0.0,0.0,9.0
2391,1515968280,,10260.0,2018-01-14 22:18:00+00:00,10020.0,31876,24.0,91.0,0.0,0,m,769.0,0.0,0.0,9.0
