,Unnamed: 0,datetime,duration,height,interpolated_height,time_to_next_eruption,time_since_last_eruption,Gage Height,Discharge,Water Temp,Temp,RH,Wind Speed,Atm Press,Precip,Wind Chill
6007,6007,2019-06-24 16:07:00+00:00,202,145.0,0.0,5400.0,6360.0,2.83,108.0,12.9,45.0,76.0,6.0,761.0,0.00,42
6008,6008,2019-06-24 17:37:00+00:00,259,150.0,0.0,5760.0,5400.0,2.86,113.0,12.8,51.0,54.0,0.0,760.7,0.00,NC
6009,6009,2019-06-25 09:13:00+00:00,230,135.0,0.0,5820.0,5580.0,2.88,117.0,9.1,51.0,50.0,3.0,762.3,0.00,NC
6010,6010,2019-06-25 10:50:00+00:00,210,140.0,0.0,5520.0,5820.0,2.88,117.0,10.8,51.0,58.0,0.0,762.0,0.00,NC
6011,6011,2019-06-25 12:22:00+00:00,255,150.0,0.0,5820.0,5520.0,2.87,115.0,12.5,55.0,54.0,5.0,761.5,0.00,NC
6012,6012,2019-06-25 13:59:00+00:00,213,140.0,0.0,5880.0,5820.0,2.84,110.0,13.4,62.0,35.0,7.0,760.7,0.00,NC
6013,6013,2019-06-25 15:37:00+00:00,245,135.0,0.0,5580.0,5880.0,2.85,112.0,13.8,64.0,34.0,9.0,760.7,0.00,NC
6014,6014,2019-06-25 17:10:00+00:00,289,150.0,0.0,5820.0,5580.0,2.85,112.0,13.5,61.0,27.0,9.0,761.0,0.00,NC
6015,6015,2019-06-26 14:06:00+00:00,213,140.0,0.0,5880.0,5580.0,2.86,113.0,14.6,64.0,39.0,6.0,763.1,0.00,NC
6016,6016,2019-06-26 15:44:00+00:00,245,135.0,0.0,5700.0,5880.0,2.86,113.0,14.6,67.0,35.0,6.0,762.8,0.00,M
6017,6017,2019-06-26 17:19:00+00:00,289,150.0,0.0,5100.0,5700.0,2.87,115.0,14.3,62.0,53.0,3.0,762.6,0.00,NC
6018,6018,2019-06-27 09:07:00+00:00,242,135.0,0.0,5460.0,5760.0,2.92,124.0,9.9,56.0,44.0,0.0,764.7,0.00,NC
6019,6019,2019-06-27 10:38:00+00:00,245,130.0,0.0,5640.0,5460.0,2.91,122.0,11.6,61.0,39.0,3.0,764.7,0.00,NC
6020,6020,2019-06-27 12:12:00+00:00,216,160.0,0.0,6060.0,5640.0,2.89,119.0,13.4,69.0,22.0,3.0,764.4,0.00,NC
6021,6021,2019-06-27 13:53:00+00:00,215,150.0,0.0,5340.0,6060.0,2.88,117.0,14.9,69.0,22.0,3.0,764.4,0.00,NC
6022,6022,2019-06-27 15:22:00+00:00,247,130.0,0.0,5940.0,5340.0,2.87,115.0,15.3,70.0,25.0,3.0,764.7,0.00,NC
6023,6023,2019-06-27 17:01:00+00:00,194,140.0,0.0,5460.0,5940.0,2.87,115.0,15.2,67.0,31.0,5.0,764.7,0.00,NC
6024,6024,2019-06-29 09:42:00+00:00,226,137.0,1.0,5040.0,5880.0,2.91,122.0,11.2,53.0,58.0,3.0,768.5,0.00,NC
6025,6025,2019-06-29 11:06:00+00:00,226,135.0,0.0,6180.0,5040.0,2.9,120.0,12.9,65.0,32.0,8.0,768.5,0.00,NC
6026,6026,2019-06-29 12:49:00+00:00,231,130.0,0.0,6000.0,6180.0,2.89,118.0,14.6,65.0,29.0,7.0,768.7,0.00,NC
6027,6027,2019-06-29 14:29:00+00:00,219,155.0,0.0,5280.0,6000.0,2.87,115.0,15.6,68.0,26.0,5.0,768.5,0.00,M
6028,6028,2019-07-01 08:53:00+00:00,211,140.0,0.0,5220.0,5820.0,2.85,111.0,11.6,51.0,79.0,0.0,767.9,0.00,NC
6029,6029,2019-07-01 10:20:00+00:00,223,130.0,0.0,6000.0,5220.0,2.84,110.0,13.2,57.0,63.0,6.0,767.4,0.00,NC
6030,6030,2019-07-01 12:00:00+00:00,253,150.0,0.0,5640.0,6000.0,2.82,106.0,14.7,67.0,35.0,8.0,766.6,0.00,NC
6031,6031,2019-07-01 13:34:00+00:00,265,135.0,0.0,6060.0,5640.0,2.82,106.0,16.0,68.0,30.0,8.0,766.3,0.00,M
6032,6032,2019-07-01 15:15:00+00:00,247,130.0,0.0,6240.0,6060.0,2.81,105.0,17.0,70.0,23.0,6.0,765.8,0.00,M
6033,6033,2019-07-01 16:59:00+00:00,222,140.0,0.0,5640.0,6240.0,2.81,105.0,16.6,70.0,23.0,8.0,765.2,0.00,NC
6034,6034,2019-07-01 18:33:00+00:00,245,135.0,0.0,5400.0,5640.0,2.81,105.0,16.1,68.0,24.0,8.0,765.2,0.00,M
6035,6035,2019-07-02 08:43:00+00:00,211,130.0,0.0,5760.0,5580.0,2.85,111.0,10.7,52.0,63.0,8.0,766.0,0.00,NC
6036,6036,2019-07-02 10:19:00+00:00,247,140.0,0.0,6060.0,5760.0,2.85,111.0,11.1,54.0,67.0,5.0,765.8,0.00,NC
6037,6037,2019-07-02 12:00:00+00:00,253,150.0,0.0,5640.0,6060.0,2.85,111.0,13.6,61.0,51.0,7.0,764.7,0.00,NC
6038,6038,2019-07-02 13:34:00+00:00,265,135.0,0.0,6060.0,5640.0,2.84,110.0,15.0,62.0,45.0,3.0,763.9,0.00,NC
6039,6039,2019-07-02 15:15:00+00:00,247,130.0,0.0,6240.0,6060.0,2.82,106.0,15.8,66.0,43.0,5.0,762.0,0.00,NC
6040,6040,2019-07-02 16:59:00+00:00,222,140.0,0.0,5640.0,6240.0,2.82,106.0,15.5,71.0,27.0,10.0,761.5,0.00,NC
6041,6041,2019-07-02 18:33:00+00:00,245,135.0,0.0,5400.0,5640.0,2.82,106.0,15.3,68.0,30.0,6.0,761.8,0.00,NC
6042,6042,2019-07-03 08:31:00+00:00,231,135.0,0.0,5820.0,5460.0,2.81,105.0,12.2,50.0,74.0,3.0,762.6,0.00,NC
6043,6043,2019-07-03 10:08:00+00:00,235,150.0,0.0,5400.0,5820.0,2.82,106.0,13.6,58.0,63.0,3.0,762.0,0.00,NC
6044,6044,2019-07-03 11:38:00+00:00,195,126.0,0.0,5760.0,5400.0,2.82,106.0,14.5,58.0,60.0,3.0,761.5,0.00,NC
6045,6045,2019-07-03 13:14:00+00:00,238,125.0,0.0,5940.0,5760.0,2.8,103.0,15.4,64.0,34.0,6.0,761.5,0.00,NC
6046,6046,2019-07-03 14:53:00+00:00,229,120.0,0.0,5700.0,5940.0,2.79,101.0,16.1,63.0,35.0,5.0,761.5,0.00,NC
6047,6047,2019-07-03 16:28:00+00:00,230,145.0,0.0,5400.0,5700.0,2.78,99.3,15.9,63.0,29.0,7.0,761.8,0.00,NC
6048,6048,2019-07-04 09:33:00+00:00,225,140.0,0.0,5460.0,5700.0,2.85,111.0,12.1,49.0,81.0,0.0,764.4,0.00,NC
6049,6049,2019-07-04 11:04:00+00:00,240,130.0,0.0,5760.0,5460.0,2.86,113.0,13.6,56.0,64.0,5.0,764.7,0.00,NC
6050,6050,2019-07-04 12:40:00+00:00,235,135.0,0.0,5820.0,5760.0,2.84,109.0,15.2,59.0,39.0,5.0,764.7,0.00,M
6051,6051,2019-07-04 14:17:00+00:00,232,150.0,0.0,5160.0,5820.0,2.82,106.0,16.2,62.0,26.0,7.0,764.4,0.00,NC
6052,6052,2019-07-05 08:35:00+00:00,230,130.0,0.0,5580.0,5520.0,2.76,95.7,11.6,47.0,83.0,5.0,769.5,0.00,45
6053,6053,2019-07-05 10:08:00+00:00,224,130.0,0.0,6060.0,5580.0,2.76,95.7,12.4,51.0,71.0,3.0,770.1,0.00,NC
6054,6054,2019-07-05 11:49:00+00:00,241,145.0,0.0,5760.0,6060.0,2.76,95.7,14.2,52.0,69.0,6.0,770.3,0.00,NC
6055,6055,2019-07-05 13:25:00+00:00,221,150.0,0.0,5280.0,5760.0,2.75,93.9,14.5,58.0,63.0,5.0,770.1,0.00,NC
6056,6056,2019-07-05 14:53:00+00:00,218,120.0,0.0,5460.0,5280.0,2.75,93.9,15.1,58.0,57.0,0.0,770.1,0.00,NC
6057,6057,2019-07-05 16:24:00+00:00,224,120.0,0.0,5220.0,5460.0,2.74,92.2,15.6,56.0,67.0,0.0,770.3,0.00,NC
6058,6058,2019-07-05 17:51:00+00:00,219,125.0,0.0,5940.0,5220.0,2.74,92.2,15.6,54.0,88.0,0.0,770.6,0.02,NC
6059,6059,2019-07-06 09:17:00+00:00,240,130.0,0.0,6420.0,5400.0,2.73,90.5,11.9,55.0,62.0,3.0,770.3,0.00,NC
6060,6060,2019-07-06 11:04:00+00:00,197,130.0,0.0,5040.0,6420.0,2.72,88.8,13.7,62.0,53.0,5.0,769.5,0.00,NC
6061,6061,2019-07-06 12:28:00+00:00,240,130.0,0.0,5820.0,5040.0,2.72,88.8,15.2,67.0,32.0,5.0,769.3,0.00,M
6062,6062,2019-07-06 14:05:00+00:00,221,120.0,0.0,5520.0,5820.0,2.72,88.8,16.6,69.0,23.0,5.0,768.2,0.00,NC
6063,6063,2019-07-06 15:37:00+00:00,216,130.0,0.0,6120.0,5520.0,2.71,87.1,17.1,70.0,23.0,3.0,767.7,0.00,NC
6064,6064,2019-07-06 17:19:00+00:00,227,150.0,0.0,5760.0,6120.0,2.71,87.1,16.8,67.0,24.0,6.0,766.8,0.00,NC
6065,6065,2019-07-07 09:04:00+00:00,224,135.0,0.0,6480.0,5580.0,2.7,85.4,12.6,58.0,51.0,0.0,765.2,0.00,NC
6066,6066,2019-07-07 10:52:00+00:00,233,155.0,0.0,5700.0,6480.0,2.71,87.0,14.0,64.0,39.0,3.0,764.4,0.00,NC
6067,6067,2019-07-07 12:27:00+00:00,114,130.0,0.0,3780.0,5700.0,2.7,85.4,15.3,72.0,27.0,3.0,763.9,0.00,NC
6068,6068,2019-07-07 13:30:00+00:00,260,130.0,0.0,5940.0,3780.0,2.69,83.8,16.3,71.0,25.0,6.0,763.6,0.00,NC
6069,6069,2019-07-07 15:09:00+00:00,222,125.0,0.0,5220.0,5940.0,2.69,83.8,17.0,70.0,28.0,6.0,763.1,0.00,M
6070,6070,2019-07-07 16:36:00+00:00,245,135.0,0.0,5760.0,5220.0,2.68,82.2,16.6,72.0,27.0,8.0,762.8,0.00,NC
6071,6071,2019-07-07 18:12:00+00:00,220,130.0,0.0,5820.0,5760.0,2.69,83.8,16.4,66.0,30.0,6.0,762.6,0.00,NC
6072,6072,2019-07-08 09:46:00+00:00,223,135.0,0.0,5460.0,6180.0,2.69,83.7,13.5,54.0,67.0,3.0,763.6,0.00,NC
6073,6073,2019-07-08 11:17:00+00:00,217,130.0,0.0,5820.0,5460.0,2.69,83.7,14.2,60.0,53.0,3.0,763.1,0.00,NC
6074,6074,2019-07-08 12:54:00+00:00,205,130.0,0.0,5940.0,5820.0,2.7,85.3,13.5,61.0,45.0,3.0,762.6,0.00,NC
6075,6075,2019-07-08 14:33:00+00:00,245,130.0,0.0,6540.0,5940.0,2.69,83.7,14.4,45.0,93.0,3.0,765.0,0.10,NC
6076,6076,2019-07-08 16:22:00+00:00,224,150.0,0.0,4920.0,6540.0,2.69,83.7,14.7,49.0,80.0,3.0,763.4,0.00,NC
6077,6077,2019-07-08 17:44:00+00:00,237,150.0,0.0,5520.0,4920.0,2.7,85.3,14.4,51.0,76.0,0.0,763.6,0.01,NC
6078,6078,2019-07-09 09:45:00+00:00,251,135.0,0.0,6120.0,5340.0,2.75,93.5,11.3,45.0,81.0,0.0,766.8,0.00,NC
6079,6079,2019-07-09 11:27:00+00:00,219,120.0,0.0,5580.0,6120.0,2.76,95.2,12.3,51.0,66.0,0.0,767.1,0.00,NC
6080,6080,2019-07-09 13:00:00+00:00,226,140.0,0.0,5160.0,5580.0,2.76,95.2,12.7,56.0,43.0,7.0,767.9,0.00,NC
6081,6081,2019-07-09 14:26:00+00:00,200,130.0,0.0,6300.0,5160.0,2.74,91.8,13.5,54.0,50.0,9.0,768.5,0.00,NC
6082,6082,2019-07-09 16:11:00+00:00,207,145.0,0.0,6060.0,6300.0,2.74,91.8,13.9,58.0,44.0,10.0,769.0,0.00,NC
6083,6083,2019-07-09 17:52:00+00:00,218,150.0,0.0,5160.0,6060.0,2.73,90.1,13.7,61.0,35.0,7.0,769.0,0.00,NC
6084,6084,2019-07-11 08:56:00+00:00,101,137.0,1.0,4080.0,5040.0,2.65,77.1,12.9,62.0,48.0,5.0,770.6,0.00,NC
6085,6085,2019-07-11 10:04:00+00:00,264,120.0,0.0,6120.0,4080.0,2.65,77.1,14.7,61.0,51.0,3.0,770.3,0.00,NC
6086,6086,2019-07-11 11:46:00+00:00,219,130.0,0.0,6240.0,6120.0,2.65,77.1,16.8,69.0,42.0,3.0,769.8,0.00,NC
6087,6087,2019-07-11 13:30:00+00:00,259,130.0,0.0,5880.0,6240.0,2.65,77.1,18.5,78.0,24.0,7.0,769.5,0.00,NC
6088,6088,2019-07-11 15:08:00+00:00,219,130.0,0.0,5400.0,5880.0,2.64,75.6,19.0,77.0,24.0,9.0,768.7,0.00,M
6089,6089,2019-07-11 16:38:00+00:00,241,140.0,0.0,5880.0,5400.0,2.64,75.6,18.7,77.0,23.0,6.0,768.5,0.00,NC
6090,6090,2019-07-11 18:16:00+00:00,222,150.0,0.0,5520.0,5880.0,2.64,75.6,18.0,67.0,35.0,10.0,768.7,0.00,NC
6091,6091,2019-07-12 09:52:00+00:00,230,155.0,0.0,5700.0,5220.0,2.64,75.5,14.9,63.0,48.0,3.0,769.3,0.00,NC
6092,6092,2019-07-12 11:27:00+00:00,222,145.0,0.0,6360.0,5700.0,2.64,75.5,16.9,70.0,42.0,5.0,768.5,0.00,NC
6093,6093,2019-07-12 13:13:00+00:00,215,155.0,0.0,5280.0,6360.0,2.64,75.5,18.7,76.0,24.0,6.0,768.2,0.00,NC
6094,6094,2019-07-12 14:41:00+00:00,243,130.0,0.0,6180.0,5280.0,2.62,72.5,19.6,79.0,20.0,7.0,767.7,0.00,NC
6095,6095,2019-07-12 16:24:00+00:00,220,135.0,0.0,5280.0,6180.0,2.62,72.5,19.2,77.0,21.0,9.0,766.6,0.00,NC
6096,6096,2019-07-12 17:52:00+00:00,220,125.0,0.0,6600.0,5280.0,2.64,75.5,18.4,76.0,21.0,5.0,766.8,0.00,NC
6097,6097,2019-07-13 09:47:00+00:00,223,125.0,0.0,6300.0,5100.0,2.65,76.9,14.2,58.0,67.0,0.0,769.3,0.00,NC
6098,6098,2019-07-13 11:32:00+00:00,214,150.0,0.0,5340.0,6300.0,2.65,76.9,16.3,65.0,50.0,3.0,768.7,0.00,NC
6099,6099,2019-07-13 13:01:00+00:00,247,155.0,0.0,6180.0,5340.0,2.64,75.4,17.9,75.0,34.0,0.0,768.2,0.00,M
6100,6100,2019-07-13 14:44:00+00:00,227,130.0,0.0,5460.0,6180.0,2.64,75.4,18.5,73.0,34.0,0.0,767.9,0.00,M
6101,6101,2019-07-13 16:15:00+00:00,244,135.0,0.0,5940.0,5460.0,2.63,73.9,18.6,75.0,33.0,0.0,766.8,0.00,NC
6102,6102,2019-07-13 17:54:00+00:00,250,135.0,0.0,5940.0,5940.0,2.64,75.4,17.9,74.0,33.0,8.0,766.8,0.00,NC
6103,6103,2019-07-14 13:08:00+00:00,244,140.0,0.0,5460.0,5400.0,2.62,72.3,18.9,76.0,24.0,8.0,768.5,0.00,NC
6104,6104,2019-07-15 10:58:00+00:00,256,150.0,0.0,6000.0,5700.0,2.62,72.2,15.4,65.0,47.0,3.0,767.4,0.00,NC
6105,6105,2019-07-15 12:38:00+00:00,220,135.0,0.0,6300.0,6000.0,2.62,72.2,17.3,72.0,27.0,0.0,766.8,0.00,NC
6106,6106,2019-07-15 14:23:00+00:00,215,155.0,0.0,5100.0,6300.0,2.6,69.3,18.5,71.0,22.0,9.0,766.3,0.00,NC
6107,6107,2019-07-16 09:25:00+00:00,246,130.0,0.0,5100.0,6000.0,2.6,69.2,14.1,57.0,59.0,3.0,765.2,0.00,NC
6108,6108,2019-07-16 10:50:00+00:00,243,120.0,0.0,5880.0,5100.0,2.6,69.2,15.5,59.0,59.0,5.0,765.0,0.00,NC
6109,6109,2019-07-16 12:28:00+00:00,208,130.0,0.0,6180.0,5880.0,2.6,69.2,16.4,69.0,33.0,6.0,763.9,0.00,NC
6110,6110,2019-07-17 09:17:00+00:00,232,150.0,0.0,5100.0,5760.0,2.6,69.1,13.3,58.0,63.0,8.0,764.4,0.00,NC
6111,6111,2019-07-17 10:42:00+00:00,241,130.0,0.0,5820.0,5100.0,2.6,69.1,14.5,59.0,55.0,8.0,764.2,0.00,M
6112,6112,2019-07-17 12:19:00+00:00,236,135.0,0.0,6000.0,5820.0,2.6,69.1,16.1,62.0,39.0,7.0,764.2,0.00,NC
6113,6113,2019-07-17 13:59:00+00:00,219,145.0,0.0,4800.0,6000.0,2.6,69.1,17.3,64.0,32.0,9.0,763.9,0.00,NC
6114,6114,2019-07-17 15:19:00+00:00,250,130.0,0.0,5580.0,4800.0,2.59,67.7,17.4,66.0,32.0,8.0,763.9,0.00,NC
6115,6115,2019-07-17 16:52:00+00:00,215,130.0,0.0,5820.0,5580.0,2.59,67.7,17.4,67.0,28.0,8.0,763.6,0.00,M
6116,6116,2019-07-17 18:29:00+00:00,253,135.0,0.0,5700.0,5820.0,2.59,67.7,16.8,63.0,42.0,8.0,763.1,0.00,NC
6117,6117,2019-07-18 10:12:00+00:00,208,140.0,0.0,5640.0,5580.0,2.6,69.0,14.3,64.0,39.0,9.0,762.8,0.00,NC
6118,6118,2019-07-18 11:46:00+00:00,231,135.0,0.0,5700.0,5640.0,2.59,67.6,16.6,66.0,37.0,7.0,762.6,0.00,NC
6119,6119,2019-07-18 13:21:00+00:00,217,130.0,0.0,5820.0,5700.0,2.59,67.6,17.8,67.0,37.0,9.0,762.3,0.00,NC
6120,6120,2019-07-18 14:58:00+00:00,239,140.0,0.0,5820.0,5820.0,2.59,67.6,18.5,65.0,39.0,10.0,762.0,0.00,NC
6121,6121,2019-07-18 16:35:00+00:00,215,135.0,0.0,5400.0,5820.0,2.58,66.1,18.1,68.0,35.0,10.0,761.8,0.00,M
6122,6122,2019-07-18 18:05:00+00:00,245,145.0,0.0,5760.0,5400.0,2.58,66.1,17.2,67.0,37.0,10.0,761.8,0.00,M
6123,6123,2019-07-19 10:00:00+00:00,204,130.0,0.0,5880.0,4740.0,2.59,67.5,14.7,63.0,42.0,8.0,762.3,0.00,NC
6124,6124,2019-07-19 11:38:00+00:00,247,115.0,0.0,6480.0,5880.0,2.58,66.1,16.6,66.0,40.0,7.0,762.3,0.00,NC
6125,6125,2019-07-19 13:26:00+00:00,220,140.0,0.0,5820.0,6480.0,2.58,66.1,18.2,67.0,40.0,8.0,762.3,0.00,NC
6126,6126,2019-07-19 15:03:00+00:00,230,150.0,0.0,5460.0,5820.0,2.58,66.1,18.6,68.0,35.0,10.0,762.6,0.00,NC
6127,6127,2019-07-19 16:34:00+00:00,258,130.0,0.0,6540.0,5460.0,2.58,66.1,17.8,68.0,35.0,7.0,762.6,0.00,NC
6128,6128,2019-07-22 08:46:00+00:00,208,130.0,0.0,4740.0,6420.0,2.57,64.4,13.6,58.0,72.0,3.0,771.9,0.00,NC
6129,6129,2019-07-22 10:05:00+00:00,193,130.0,0.0,5820.0,4740.0,2.57,64.4,15.0,68.0,43.0,3.0,771.9,0.00,NC
6130,6130,2019-07-22 11:42:00+00:00,207,155.0,0.0,5340.0,5820.0,2.57,64.4,15.5,73.0,41.0,0.0,771.9,0.00,NC
6131,6131,2019-07-22 13:11:00+00:00,243,135.0,0.0,6060.0,5340.0,2.57,64.4,16.0,73.0,38.0,0.0,771.4,0.00,NC
6132,6132,2019-07-22 14:52:00+00:00,208,145.0,0.0,5280.0,6060.0,2.56,63.0,17.4,77.0,23.0,6.0,771.1,0.00,NC
6133,6133,2019-07-22 16:20:00+00:00,222,130.0,0.0,6360.0,5280.0,2.56,63.0,17.4,74.0,27.0,0.0,770.9,0.00,NC
6134,6134,2019-07-22 18:06:00+00:00,204,140.0,0.0,5160.0,6360.0,2.56,63.0,17.0,67.0,43.0,6.0,772.5,0.00,NC
6135,6135,2019-07-25 10:00:00+00:00,245,140.0,0.0,6060.0,5880.0,2.56,62.8,14.2,63.0,42.0,3.0,770.1,0.00,NC
6136,6136,2019-07-25 11:41:00+00:00,223,150.0,0.0,5460.0,6060.0,2.56,62.8,16.3,70.0,21.0,9.0,769.5,0.00,NC
6137,6137,2019-07-25 13:12:00+00:00,224,135.0,0.0,6000.0,5460.0,2.56,62.8,17.9,73.0,17.0,7.0,769.5,0.00,NC
6138,6138,2019-07-25 14:52:00+00:00,238,150.0,0.0,5400.0,6000.0,2.55,61.4,18.7,73.0,24.0,6.0,769.3,0.00,NC
6139,6139,2019-07-25 16:22:00+00:00,223,150.0,0.0,6900.0,5400.0,2.55,61.4,18.3,75.0,18.0,8.0,769.0,0.00,NC
6140,6140,2019-07-25 18:17:00+00:00,182,130.0,0.0,4560.0,6900.0,2.55,61.4,17.5,72.0,20.0,6.0,768.7,0.00,NC
6141,6141,2019-07-26 13:04:00+00:00,222,145.0,0.0,5940.0,5580.0,2.55,61.3,18.1,76.0,21.0,5.0,770.1,0.00,M
6142,6142,2019-07-26 14:43:00+00:00,238,130.0,0.0,5100.0,5940.0,2.55,61.3,18.8,77.0,20.0,5.0,769.8,0.00,M
6143,6143,2019-07-26 16:08:00+00:00,223,135.0,0.0,5760.0,5100.0,2.55,61.3,18.6,77.0,16.0,5.0,769.3,0.00,NC
6144,6144,2019-07-26 17:44:00+00:00,213,130.0,0.0,5340.0,5760.0,2.55,61.3,18.2,78.0,13.0,5.0,769.3,0.00,NC
6145,6145,2019-07-27 09:43:00+00:00,215,137.0,1.0,5640.0,5640.0,2.55,61.3,13.8,57.0,77.0,0.0,770.9,0.00,NC
6146,6146,2019-07-27 11:17:00+00:00,201,135.0,0.0,5700.0,5640.0,2.55,61.3,13.8,60.0,64.0,0.0,770.9,0.00,NC
6147,6147,2019-07-27 12:52:00+00:00,227,130.0,0.0,5460.0,5700.0,2.56,62.6,15.2,56.0,77.0,3.0,771.4,0.00,NC
6148,6148,2019-07-27 14:23:00+00:00,223,150.0,0.0,5760.0,5460.0,2.56,62.6,16.0,62.0,65.0,0.0,770.3,0.00,NC
6149,6149,2019-07-27 15:59:00+00:00,224,145.0,0.0,5640.0,5760.0,2.56,62.6,16.1,62.0,59.0,3.0,769.5,0.00,NC
6150,6150,2019-07-27 17:33:00+00:00,217,150.0,0.0,6060.0,5640.0,2.56,62.6,15.7,63.0,60.0,0.0,769.0,0.00,NC
6151,6151,2019-07-28 11:02:00+00:00,216,130.0,0.0,5880.0,5340.0,2.57,63.9,15.3,67.0,32.0,10.0,770.6,0.00,NC
6152,6152,2019-07-28 12:40:00+00:00,244,130.0,0.0,5460.0,5880.0,2.57,63.9,17.1,68.0,28.0,11.0,770.3,0.00,NC
6153,6153,2019-07-29 12:16:00+00:00,104,125.0,0.0,6540.0,5820.0,2.56,62.5,15.3,65.0,42.0,5.0,769.3,0.00,M
6154,6154,2019-07-29 14:05:00+00:00,148,145.0,0.0,4260.0,6540.0,2.56,62.4,15.8,62.0,56.0,0.0,769.0,0.00,NC
6155,6155,2019-07-29 15:16:00+00:00,242,130.0,0.0,6240.0,4260.0,2.55,61.1,16.1,63.0,55.0,0.0,768.7,0.00,M
6156,6156,2019-07-29 17:00:00+00:00,219,150.0,0.0,5520.0,6240.0,2.55,61.1,15.6,63.0,52.0,5.0,767.9,0.00,M
6157,6157,2019-07-30 10:19:00+00:00,210,130.0,0.0,5160.0,6000.0,2.56,62.4,14.9,62.0,55.0,3.0,767.1,0.00,NC
6158,6158,2019-07-30 11:45:00+00:00,255,130.0,0.0,5820.0,5160.0,2.56,62.4,16.6,66.0,54.0,3.0,766.8,0.00,NC
6159,6159,2019-07-31 09:43:00+00:00,220,135.0,0.0,6240.0,5760.0,2.56,62.3,13.7,58.0,67.0,3.0,769.5,0.00,NC
6160,6160,2019-07-31 11:27:00+00:00,226,140.0,0.0,5160.0,6240.0,2.55,60.9,15.6,68.0,32.0,3.0,769.0,0.00,NC
6161,6161,2019-07-31 12:53:00+00:00,257,130.0,0.0,6060.0,5160.0,2.55,60.9,16.3,71.0,35.0,7.0,769.0,0.00,NC
6162,6162,2019-07-31 14:34:00+00:00,213,110.0,0.0,5580.0,6060.0,2.55,60.9,17.6,71.0,34.0,0.0,768.5,0.00,NC
6163,6163,2019-07-31 16:07:00+00:00,232,130.0,0.0,5760.0,5580.0,2.54,59.6,17.6,70.0,31.0,0.0,768.7,0.00,NC
6164,6164,2019-08-01 12:28:00+00:00,206,140.0,0.0,6180.0,5280.0,2.55,60.8,16.6,68.0,49.0,0.0,770.3,0.00,NC
6165,6165,2019-08-01 14:11:00+00:00,253,140.0,0.0,5640.0,6180.0,2.54,59.5,16.7,67.0,29.0,7.0,769.3,0.00,NC
6166,6166,2019-08-02 09:31:00+00:00,242,130.0,0.0,5700.0,6060.0,2.56,62.1,13.7,56.0,72.0,5.0,772.2,0.00,NC
6167,6167,2019-08-02 11:06:00+00:00,232,150.0,0.0,5400.0,5700.0,2.56,62.1,15.6,64.0,50.0,5.0,772.2,0.00,NC
6168,6168,2019-08-02 12:36:00+00:00,225,145.0,0.0,5940.0,5400.0,2.56,62.1,16.1,67.0,49.0,3.0,771.9,0.00,NC
6169,6169,2019-08-02 14:15:00+00:00,256,137.0,1.0,4920.0,5940.0,2.56,62.1,18.7,70.0,46.0,5.0,771.4,0.00,NC
6170,6170,2019-08-02 15:37:00+00:00,220,125.0,0.0,6120.0,4920.0,2.55,60.7,18.6,63.0,83.0,0.0,771.1,0.02,NC
6171,6171,2019-08-02 17:19:00+00:00,228,150.0,0.0,5220.0,6120.0,2.56,62.1,17.7,72.0,31.0,0.0,770.1,0.00,NC
6172,6172,2019-08-03 10:20:00+00:00,205,130.0,0.0,6240.0,5400.0,2.55,60.7,15.3,62.0,55.0,3.0,770.9,0.00,NC
6173,6173,2019-08-03 12:04:00+00:00,213,130.0,0.0,5340.0,6240.0,2.55,60.7,17.5,69.0,50.0,0.0,770.3,0.00,NC
6174,6174,2019-08-03 13:33:00+00:00,213,125.0,0.0,6840.0,5340.0,2.55,60.7,18.7,72.0,31.0,0.0,770.1,0.00,M
6175,6175,2019-08-03 15:27:00+00:00,199,130.0,0.0,4800.0,6840.0,2.54,59.3,19.1,79.0,16.0,10.0,769.3,0.00,NC
6176,6176,2019-08-03 16:47:00+00:00,255,145.0,0.0,5580.0,4800.0,2.54,59.3,18.5,76.0,19.0,5.0,769.3,0.00,NC
6177,6177,2019-08-04 13:14:00+00:00,208,125.0,0.0,6360.0,5580.0,2.54,59.3,17.6,68.0,55.0,0.0,769.5,0.00,NC
6178,6178,2019-08-04 15:00:00+00:00,218,160.0,0.0,5520.0,6360.0,2.54,59.2,18.6,72.0,43.0,0.0,768.5,0.00,NC
6179,6179,2019-08-04 16:32:00+00:00,216,140.0,0.0,5880.0,5520.0,2.53,57.9,18.2,72.0,38.0,0.0,767.9,0.00,NC
6180,6180,2019-08-04 18:10:00+00:00,217,150.0,0.0,5640.0,5880.0,2.53,57.9,17.8,66.0,37.0,15.0,768.7,0.00,NC
6181,6181,2019-08-05 09:32:00+00:00,213,135.0,0.0,5280.0,5880.0,2.55,60.5,14.9,57.0,81.0,0.0,770.9,0.00,NC
6182,6182,2019-08-05 11:00:00+00:00,231,150.0,0.0,5880.0,5280.0,2.55,60.5,16.8,66.0,54.0,5.0,770.9,0.00,NC
6183,6183,2019-08-05 12:38:00+00:00,219,135.0,0.0,5580.0,5880.0,2.55,60.5,18.5,67.0,59.0,3.0,770.6,0.00,NC
6184,6184,2019-08-05 14:11:00+00:00,213,135.0,0.0,6480.0,5580.0,2.55,60.5,18.8,72.0,43.0,0.0,769.5,0.00,NC
